name,website,description,yc_url
Company 66,https://company66.com,Description for Company 66,https://www.ycombinator.com/companies/company66
Company 67,https://company67.com,Description for Company 67,https://www.ycombinator.com/companies/company67
Company 68,https://company68.com,Description for Company 68,https://www.ycombinator.com/companies/company68
Company 69,https://company69.com,Description for Company 69,https://www.ycombinator.com/companies/company69
Company 70,https://company70.com,Description for Company 70,https://www.ycombinator.com/companies/company70
Company 71,https://company71.com,Description for Company 71,https://www.ycombinator.com/companies/company71
Company 72,https://company72.com,Description for Company 72,https://www.ycombinator.com/companies/company72
Company 73,https://company73.com,Description for Company 73,https://www.ycombinator.com/companies/company73
Company 74,https://company74.com,Description for Company 74,https://www.ycombinator.com/companies/company74
Company 75,https://company75.com,Description for Company 75,https://www.ycombinator.com/companies/company75
Company 76,https://company76.com,Description for Company 76,https://www.ycombinator.com/companies/company76
Company 77,https://company77.com,Description for Company 77,https://www.ycombinator.com/companies/company77
Company 78,https://company78.com,Description for Company 78,https://www.ycombinator.com/companies/company78
Company 79,https://company79.com,Description for Company 79,https://www.ycombinator.com/companies/company79
Company 80,https://company80.com,Description for Company 80,https://www.ycombinator.com/companies/company80
Company 81,https://company81.com,Description for Company 81,https://www.ycombinator.com/companies/company81
Company 82,https://company82.com,Description for Company 82,https://www.ycombinator.com/companies/company82
Company 83,https://company83.com,Description for Company 83,https://www.ycombinator.com/companies/company83
Company 84,https://company84.com,Description for Company 84,https://www.ycombinator.com/companies/company84
Company 85,https://company85.com,Description for Company 85,https://www.ycombinator.com/companies/company85
Company 86,https://company86.com,Description for Company 86,https://www.ycombinator.com/companies/company86
Company 87,https://company87.com,Description for Company 87,https://www.ycombinator.com/companies/company87
Company 88,https://company88.com,Description for Company 88,https://www.ycombinator.com/companies/company88
Company 89,https://company89.com,Description for Company 89,https://www.ycombinator.com/companies/company89
Company 90,https://company90.com,Description for Company 90,https://www.ycombinator.com/companies/company90
Company 91,https://company91.com,Description for Company 91,https://www.ycombinator.com/companies/company91
Company 92,https://company92.com,Description for Company 92,https://www.ycombinator.com/companies/company92
Company 93,https://company93.com,Description for Company 93,https://www.ycombinator.com/companies/company93
Company 94,https://company94.com,Description for Company 94,https://www.ycombinator.com/companies/company94
Company 95,https://company95.com,Description for Company 95,https://www.ycombinator.com/companies/company95
Company 96,https://company96.com,Description for Company 96,https://www.ycombinator.com/companies/company96
Company 97,https://company97.com,Description for Company 97,https://www.ycombinator.com/companies/company97
Company 98,https://company98.com,Description for Company 98,https://www.ycombinator.com/companies/company98
Company 99,https://company99.com,Description for Company 99,https://www.ycombinator.com/companies/company99
Company 100,https://company100.com,Description for Company 100,https://www.ycombinator.com/companies/company100
Company 101,https://company101.com,Description for Company 101,https://www.ycombinator.com/companies/company101
Company 102,https://company102.com,Description for Company 102,https://www.ycombinator.com/companies/company102
Company 103,https://company103.com,Description for Company 103,https://www.ycombinator.com/companies/company103
Company 104,https://company104.com,Description for Company 104,https://www.ycombinator.com/companies/company104
Company 105,https://company105.com,Description for Company 105,https://www.ycombinator.com/companies/company105
Company 106,https://company106.com,Description for Company 106,https://www.ycombinator.com/companies/company106
Company 107,https://company107.com,Description for Company 107,https://www.ycombinator.com/companies/company107
Company 108,https://company108.com,Description for Company 108,https://www.ycombinator.com/companies/company108
Company 109,https://company109.com,Description for Company 109,https://www.ycombinator.com/companies/company109
Company 110,https://company110.com,Description for Company 110,https://www.ycombinator.com/companies/company110
Company 111,https://company111.com,Description for Company 111,https://www.ycombinator.com/companies/company111
Company 112,https://company112.com,Description for Company 112,https://www.ycombinator.com/companies/company112
